descrip1art,codbarras,principio_activo,concentracion,forma_farmaceutica,blister,origen,generico,fabricante,cantidad_presentacion,usuario,status,usuario_root,status2,PA_Alter_FF,PA_Alter_CON,LastUpdated,timestamp2,timestamp1,principio_activo_Des,concentracion_Des,forma_farmaceutica_Des,origen_Des,fabricante_Des,principio_activo_Score,concentracion_Score,forma_farmaceutica_Score,blister_Score,origen_Score,generico_Score,fabricante_Score,cantidad_presentacion_Score,Score_Final,blister_Des,generico_Des,cantidad_presentacion_Des,patrocinador,patrocinador_Des,patrocinador_Score,origen_dato,codigo_atc,indicaciones,contraindicaciones,almacenamiento,requiere_recipe,marca,marca_Des,marca_Score,contenido_neto,contenido_neto_Des,contenido_neto_Score,codigo_atc_Des,codigo_atc_Score,requiere_recipe_Des,requiere_recipe_Score,segmento_etario,segmento_etario_Des,segmento_etario_Score,es_medicamento,es_medicamento_Score,url_imagen,clasificacion_insumo_Des,elasticidad_demanda,elasticidad_demanda_Des
Diclofenaco Sódico 75mg/3ml Ampolla I.V./I.M.,SINT-CRISTMEDICAL-AMP01063,,,,,,,,1,,,,,,,2026-06-19 20:55:22.643333,,,Diclofenaco Sódico,75mg/3ml,Inyectable,,,,,,,,,,,,,,1 ampolla,,,,IA_FULL_ATTR_V1,,,,,,,,,,3ml,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
Ceftriaxona 1g inyectable (IV/IM),SINT-CRISTMEDICAL-AMP01085,,,,,,,,1,,,,,,,2026-06-19 20:55:22.643333,,,Ceftriaxona,1g,Inyectable,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
Piroxicam 20mg/ml inyectable (Pharmax),SINT-CRISTMEDICAL-AMP01086,,,,,,,,1,,,,,,,2026-06-19 20:55:22.643333,,,Piroxicam,20mg/ml,Inyectable,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Pharmax,,,,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
Ácido Tranexámico 500mg/5ml inyectable (Hemotran),SINT-CRISTMEDICAL-AMP01093,,,,,,,,1,,,,,,,2026-06-19 20:55:22.643333,,,Ácido Tranexámico,500mg/5ml,Inyectable,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Hemotran,,,5ml,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
Omeprazol 40mg/ml inyectable,SINT-CRISTMEDICAL-AMP01095,,,,,,,,1,,,,,,,2026-06-19 20:55:22.643333,,,Omeprazol,40mg/ml,Inyectable,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
Meropenem 1g inyectable,SINT-CRISTMEDICAL-AMP01096,,,,,,,,1,,,,,,,2026-06-19 20:55:22.643333,,,Meropenem,1g,Inyectable,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
Aminofilina 20mg/10ml ampolla I.V.,SINT-CRISTMEDICAL-AMP01104,,,,,,,,1,,,,,,,2026-06-19 20:55:22.643333,,,Aminofilina,20mg/10ml,Inyectable,,,,,,,,,,,,,,1 ampolla,,,,IA_FULL_ATTR_V1,,,,,,,,,,10ml,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
Amikacina 100mg/2ml inyectable (Ambiphar),SINT-CRISTMEDICAL-AMP01111,,,,,,,,1,,,,,,,2026-06-19 20:55:22.646666,,,Amikacina,100mg/2ml,Inyectable,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Ambiphar,,,2ml,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
Tigeciclina 50mg/ml ampolla inyectable,SINT-CRISTMEDICAL-AMP01113,,,,,,,,1,,,,,,,2026-06-19 20:55:22.646666,,,Tigeciclina,50mg/ml,Inyectable,,,,,,,,,,,,,,1 ampolla,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
Digoxina 0.25mg/ml solución inyectable,SINT-CRISTMEDICAL-AMP01114,,,,,,,,1,,,,,,,2026-06-19 20:55:22.646666,,,Digoxina,0.25mg/ml,Solución inyectable,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
Ketorolaco 30mg/ml (Metok) solución inyectable,SINT-CRISTMEDICAL-AMP01115,,,,,,,,1,,,,,,,2026-06-19 20:55:22.643333,,,Ketorolaco,30mg/ml,Solución inyectable,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Metok,,,,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
Levofloxacina 500mg/100ml ampolla intravenosa,SINT-CRISTMEDICAL-AMP01119,,,,,,,,1,,,,,,,2026-06-19 20:55:22.646666,,,Levofloxacina,500mg/100ml,Inyectable,,,,,,,,,,,,,,1 ampolla,,,,IA_FULL_ATTR_V1,,,,,,,,,,100ml,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
Diclofenaco Potásico 75mg/3ml inyectable (Blue Medical),SINT-CRISTMEDICAL-AMP01122,,,,,,,,1,,,,,,,2026-06-19 20:55:22.643333,,,Diclofenaco Potásico,75mg/3ml,Inyectable,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Blue Medical,,,3ml,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
Esomeprazol 40mg inyectable,SINT-CRISTMEDICAL-AMP01128,,,,,,,,1,,,,,,,2026-06-19 20:55:22.646666,,,Esomeprazol,40mg,Inyectable,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
KETOPROFENO 100MG/2ML SOLUCIÓN INYECTABLE,SINT-CRISTMEDICAL-AMP01129,,,,,,,,1,,,,,,,2026-06-19 20:55:22.643333,,,Ketoprofeno,100mg/2ml,Solución inyectable,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,,,,2ml,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
Vancomicina 500mg inyectable intravenoso,SINT-CRISTMEDICAL-AMP01134,,,,,,,,1,,,,,,,2026-06-19 20:55:22.643333,,,Vancomicina,500mg,Inyectable,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
BROMURO DE HIOSCINA 20MG/1ML AMP I.V/I.M (ALESS PHARMACEUTICALS),SINT-CRISTMEDICAL-AMP01140,,,,,,,,1,,,,,,,2026-06-19 20:55:22.646666,,,Bromuro de Hioscina,20mg/1ml,Inyectable,,,,,,,,,,,,,,1 ampolla,,,,IA_FULL_ATTR_V1,,,,,,,ALESS PHARMACEUTICALS,,,1ml,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
Pantoprazol 40mg inyectable,SINT-CRISTMEDICAL-AMP01144,,,,,,,,1,,,,,,,2026-06-19 20:55:22.646666,,,Pantoprazol,40mg,Inyectable,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
Ácido Ascórbico 500mg/5ml inyectable,SINT-CRISTMEDICAL-AMP01157,,,,,,,,1,,,,,,,2026-06-19 20:55:22.646666,,,Ácido Ascórbico,500mg/5ml,Inyectable,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,,,,5ml,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
Dobutamina 250mg/5ml (Dobícor) ampolla intravenosa,SINT-CRISTMEDICAL-AMP01159,,,,,,,,1,,,,,,,2026-06-19 20:55:22.646666,,,Dobutamina,250mg/5ml,Inyectable,,,,,,,,,,,,,,1 ampolla,,,,IA_FULL_ATTR_V1,,,,,,,Dobícor,,,5ml,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
Dopamina 200mg/5ml (Dopimed) ampolla I.V.,SINT-CRISTMEDICAL-AMP01176,,,,,,,,1,,,,,,,2026-06-19 20:55:22.646666,,,Dopamina,200mg/5ml,Inyectable,,,,,,,,,,,,,,1 ampolla,,,,IA_FULL_ATTR_V1,,,,,,,Dopimed,,,5ml,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
Epinefrina 1mg/ml (Pinadrina) ampolla I.V./I.M. (Pisa),SINT-CRISTMEDICAL-AMP01187,,,,,,,,1,,,,,,,2026-06-19 20:55:22.646666,,,Epinefrina,1mg/ml,Inyectable,,,,,,,,,,,,,,1 ampolla,,,,IA_FULL_ATTR_V1,,,,,,,Pisa,,,,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
BROMURO DE HIOSCINA 20MG/1ML AMP I.V/I.M (DISTRILAB),SINT-CRISTMEDICAL-AMP01197,,,,,,,,1,,,,,,,2026-06-19 20:55:22.646666,,,Bromuro de Hioscina,20mg/1ml,Inyectable,,,,,,,,,,,,,,1 ampolla,,,,IA_FULL_ATTR_V1,,,,,,,DISTRILAB,,,1ml,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
"Nifedipino 10 mg liberación prolongada, 30 tabletas",SINT-CRISTMEDICAL-MD04106,,,,,,,,30,,,,,,,2026-06-19 20:55:22.646666,,,Nifedipino,10 mg,Tableta,,,,,,,,,,,,,,30 tabletas,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
"Nifedipino 30mg liberación sostenida, caja con 30 tabletas",SINT-CRISTMEDICAL-MD04107,,,,,,,,30,,,,,,,2026-06-19 20:55:22.646666,,,Nifedipino,30mg,Tableta,,,,,,,,,,,,,,30 tabletas,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
"Pregabalina 75mg cápsulas, caja x 30",SINT-CRISTMEDICAL-MD04109,,,,,,,,30,,,,,,,2026-06-19 20:55:22.646666,,,Pregabalina,75mg,Cápsula,,,,,,,,,,,,,,30 cápsulas,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
ATORVASTATINA 40MG 30 TABLETAS,SINT-CRISTMEDICAL-MD04487,,,,,,,,30,,,,,,,2026-06-19 20:55:22.646666,,,Atorvastatina,40mg,Tableta,,,,,,,,,,,,,,30 tabletas,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
"Acetaminofén 650mg, Clorfenamina 2mg y Cafeína 20mg (Unigrip Forte) sin miel ni limón, sobre 10g (Unipharma)",SINT-CRISTMEDICAL-MD04547,,,,,,,,1,,,,,,,2026-06-19 20:55:22.646666,,,"Acetaminofén, Clorfenamina, Cafeína","650mg, 2mg, 20mg",Sobre,,,,,,,,,,,,,,1 sobre,,,,IA_FULL_ATTR_V1,,,,,,,Unipharma,,,10g,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
"Acetaminofén 650mg, Clorfenamina 2mg y Cafeína 20mg (Unigrip Forte) sin miel ni limón, sobre 10g (Unipharma)",SINT-CRISTMEDICAL-MD04547C,,,,,,,,1,,,,,,,2026-06-19 22:05:40.840000,,,"Acetaminofén, Clorfenamina, Cafeína","650mg, 2mg, 20mg",Sobre,,,,,,,,,,,,,,1 sobre,,,,IA_FULL_ATTR_V1,,,,,,,Unipharma,,,10g,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
"Losartán Potásico 50mg, 30 tabletas",SINT-CRISTMEDICAL-MD04561C,,,,,,,,30,,,,,,,2026-06-19 20:55:22.650000,,,Losartán Potásico,50mg,Tableta,,,,,,,,,,,,,,30 tabletas,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
"Amlodipino 10 mg, 30 comprimidos",SINT-CRISTMEDICAL-MD04617,,,,,,,,30,,,,,,,2026-06-19 20:55:22.643333,,,Amlodipino,10 mg,Comprimido,,,,,,,,,,,,,,30 comprimidos,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
"Pregabalina 150 mg, 30 cápsulas",SINT-CRISTMEDICAL-MD04621,,,,,,,,30,,,,,,,2026-06-19 20:55:22.646666,,,Pregabalina,150 mg,Cápsula,,,,,,,,,,,,,,30 cápsulas,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
"Ketoconazol 400mg óvulos, caja x 6 unidades (Laboratorio San Lorenzo)",SINT-CRISTMEDICAL-MISC0387,,,,,,,,6,,,,,,,2026-06-19 20:55:22.646666,,,Ketoconazol,400mg,Óvulo,,,,,,,,,,,,,,6 óvulos,,,,IA_FULL_ATTR_V1,,,,,,,Laboratorio San Lorenzo,,,,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
"Preservativo estimulante sabor frambuesa, caja de 3 unidades.",SINT-CRISTMEDICAL-MISC0733,,,,,,,,3,,,,,,,2026-06-19 20:55:22.646666,,,,,,,,,,,,,,,,,,,3 unidades,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,False,,,Higiene Personal,,
"Preservativo lubricado sabor chocolate, caja de 3 unidades.",SINT-CRISTMEDICAL-MISC0734,,,,,,,,3,,,,,,,2026-06-19 20:55:22.646666,,,,,,,,,,,,,,,,,,,3 unidades,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,False,,,Higiene Personal,,
"Preservativo estimulante sabor uva, caja de 3 unidades.",SINT-CRISTMEDICAL-MISC0735,,,,,,,,3,,,,,,,2026-06-19 20:55:22.646666,,,,,,,,,,,,,,,,,,,3 unidades,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,False,,,Higiene Personal,,
"Preservativo lubricado sabor manzana verde, caja de 3 unidades.",SINT-CRISTMEDICAL-MISC0736,,,,,,,,3,,,,,,,2026-06-19 20:55:22.646666,,,,,,,,,,,,,,,,,,,3 unidades,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,False,,,Higiene Personal,,
"Preservativo lubricado sabor cereza, caja de 3 unidades.",SINT-CRISTMEDICAL-MISC0737,,,,,,,,3,,,,,,,2026-06-19 20:55:22.646666,,,,,,,,,,,,,,,,,,,3 unidades,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,False,,,Higiene Personal,,
Lentes de lectura con graduación +1.50 (surtidos),SINT-CRISTMEDICAL-MISC0762,,,,,,,,1,,,,,,,2026-06-19 20:55:22.646666,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,False,,,Otro,,
Lentes de lectura con graduación +1.25.,SINT-CRISTMEDICAL-MISC0763,,,,,,,,1,,,,,,,2026-06-19 20:55:22.646666,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,False,,,Otro,,
Lentes de lectura con antirreflejo +2.50,SINT-CRISTMEDICAL-MISC0765,,,,,,,,1,,,,,,,2026-06-19 20:55:22.646666,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,False,,,Otro,,
Lentes de lectura con antirreflejo +2 dioptrías,SINT-CRISTMEDICAL-MISC0766,,,,,,,,1,,,,,,,2026-06-19 20:55:22.646666,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,False,,,Otro,,
Lentes de lectura con antirreflejo +2.75,SINT-CRISTMEDICAL-MISC0767,,,,,,,,1,,,,,,,2026-06-19 20:55:22.646666,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,False,,,Otro,,
Lentes de lectura con antirreflejo +3.25,SINT-CRISTMEDICAL-MISC0768,,,,,,,,1,,,,,,,2026-06-19 20:55:22.650000,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,False,,,Otro,,
Lentes de lectura con graduación +1.75 (surtidos),SINT-CRISTMEDICAL-MISC0769,,,,,,,,1,,,,,,,2026-06-19 20:55:22.646666,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,False,,,Otro,,
Lentes de lectura con antirreflejo +3 dioptrías,SINT-CRISTMEDICAL-MISC0770,,,,,,,,1,,,,,,,2026-06-19 20:55:22.650000,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,False,,,Otro,,
Lentes de lectura con antirreflejo y graduación +4,SINT-CRISTMEDICAL-MISC0771,,,,,,,,1,,,,,,,2026-06-19 20:55:22.650000,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,False,,,Otro,,
Lentes de lectura con graduación +2 (surtido),SINT-CRISTMEDICAL-MISC0772,,,,,,,,1,,,,,,,2026-06-19 20:55:22.650000,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,False,,,Otro,,
Lentes de lectura con graduación +2.25 (surtidos),SINT-CRISTMEDICAL-MISC0773,,,,,,,,1,,,,,,,2026-06-19 20:55:22.650000,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,False,,,Otro,,
Lentes de lectura con graduación +2.50 (surtidos),SINT-CRISTMEDICAL-MISC0774,,,,,,,,1,,,,,,,2026-06-19 20:55:22.650000,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,False,,,Otro,,
Lentes de lectura surtidos con graduación +2.75,SINT-CRISTMEDICAL-MISC0775,,,,,,,,1,,,,,,,2026-06-19 20:55:22.650000,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,False,,,Otro,,
Lentes de lectura con graduación +3 (surtido),SINT-CRISTMEDICAL-MISC0776,,,,,,,,1,,,,,,,2026-06-19 20:55:22.650000,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,False,,,Otro,,
Lentes de lectura surtidos con graduación +3.25,SINT-CRISTMEDICAL-MISC0777,,,,,,,,1,,,,,,,2026-06-19 20:55:22.650000,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,False,,,Otro,,
Lentes de lectura con graduación +3.50 (surtidos),SINT-CRISTMEDICAL-MISC0778,,,,,,,,1,,,,,,,2026-06-19 20:55:22.650000,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,False,,,Otro,,
Lentes de lectura con graduación +3.75 (surtidos),SINT-CRISTMEDICAL-MISC0779,,,,,,,,1,,,,,,,2026-06-19 20:55:22.650000,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,False,,,Otro,,
Lentes de lectura surtidos con graduación +1,SINT-CRISTMEDICAL-MISC0802,,,,,,,,1,,,,,,,2026-06-19 20:55:22.650000,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,False,,,Otro,,
Lentes de lectura con antirreflejo +3.50,SINT-CRISTMEDICAL-MISC1074,,,,,,,,1,,,,,,,2026-06-19 20:55:22.650000,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,False,,,Otro,,
Lentes de lectura con antirreflejo +3.75,SINT-CRISTMEDICAL-MISC1075,,,,,,,,1,,,,,,,2026-06-19 20:55:22.650000,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,False,,,Otro,,
Lentes de lectura con antirreflejo +2.25,SINT-CRISTMEDICAL-MISC1169,,,,,,,,1,,,,,,,2026-06-19 20:55:22.650000,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,False,,,Otro,,
"Lentes de lectura con graduación +4, disponibles en modelos surtidos.",SINT-CRISTMEDICAL-MISC1204,,,,,,,,1,,,,,,,2026-06-19 20:55:22.650000,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,False,,,Otro,,
"Vitamina B3 (NAD) 100mg, 60 tabletas",SINT-CRISTMEDICAL-MISC1220,,,,,,,,60,,,,,,,2026-06-19 20:55:22.650000,,,Vitamina B3 (NAD),100mg,Tableta,,,,,,,,,,,,,,60 tabletas,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,False,,,Suplemento Alimenticio,,
"Preservativo texturizado Biovenezuela, sensación intensa, caja de 3 unidades.",SINT-CRISTMEDICAL-MISC1221,,,,,,,,3,,,,,,,2026-06-19 20:55:22.650000,,,,,,,,,,,,,,,,,,,3 unidades,,,,IA_FULL_ATTR_V1,,,,,,,Biovenezuela,,,,,,,,,NO_DEFINIDO,,,False,,,Higiene Personal,,
"Preservativo liso de sensación natural, caja de 3 unidades.",SINT-CRISTMEDICAL-MISC1222,,,,,,,,3,,,,,,,2026-06-19 20:55:22.650000,,,,,,,,,,,,,,,,,,,3 unidades,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,False,,,Higiene Personal,,
"Preservativo retardante Biovenezuela, caja de 3 unidades.",SINT-CRISTMEDICAL-MISC1223,,,,,,,,3,,,,,,,2026-06-19 20:55:22.653333,,,,,,,,,,,,,,,,,,,3 unidades,,,,IA_FULL_ATTR_V1,,,,,,,Biovenezuela,,,,,,,,,NO_DEFINIDO,,,False,,,Higiene Personal,,
"Preservativo acanalado Biovenezuela, sensación extrema, caja de 3 unidades.",SINT-CRISTMEDICAL-MISC1224,,,,,,,,3,,,,,,,2026-06-19 20:55:22.650000,,,,,,,,,,,,,,,,,,,3 unidades,,,,IA_FULL_ATTR_V1,,,,,,,Biovenezuela,,,,,,,,,NO_DEFINIDO,,,False,,,Higiene Personal,,
"Progesterona 200mg óvulos, caja x 6",SINT-CRISTMEDICAL-MISC1258,,,,,,,,6,,,,,,,2026-06-19 20:55:22.650000,,,Progesterona,200mg,Óvulo,,,,,,,,,,,,,,6 óvulos,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
"Progesterona 100mg óvulos, caja x 6 unidades",SINT-CRISTMEDICAL-MISC1259,,,,,,,,6,,,,,,,2026-06-19 20:55:22.650000,,,Progesterona,100mg,Óvulo,,,,,,,,,,,,,,6 unidades,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
Ácido Salicílico 15% + Aloe Vera 0.5% (coloide despigmentante) 30g,SINT-CRISTMEDICAL-MISC1341,,,,,,,,1,,,,,,,2026-06-19 20:55:22.650000,,,"Ácido Salicílico, Aloe Vera","15%, 0.5%",Coloide,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,,,,30g,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
Estriol gel 1mg/1.8g frasco x 90g,SINT-CRISTMEDICAL-MISC1398,,,,,,,,1,,,,,,,2026-06-19 20:55:22.650000,,,Estriol,1mg/1.8g,Gel,,,,,,,,,,,,,,1 frasco,,,,IA_FULL_ATTR_V1,,,,,,,,,,90g,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
Lentes de lectura flexibles con graduación +1 (surtidos),SINT-CRISTMEDICAL-MISC1443,,,,,,,,1,,,,,,,2026-06-19 20:55:22.650000,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,False,,,Otro,,
"Lentes de lectura flexibles con graduación de +1.50, disponibles en modelos surtidos.",SINT-CRISTMEDICAL-MISC1445,,,,,,,,1,,,,,,,2026-06-19 20:55:22.650000,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,False,,,Otro,,
"Lentes de lectura flexibles con graduación de +1.75, disponibles en modelos surtidos.",SINT-CRISTMEDICAL-MISC1446,,,,,,,,1,,,,,,,2026-06-19 20:55:22.653333,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,False,,,Otro,,
"Lentes de lectura flexibles con graduación +2, disponibles en varios colores.",SINT-CRISTMEDICAL-MISC1447,,,,,,,,1,,,,,,,2026-06-19 20:55:22.650000,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,False,,,Otro,,
"Lentes de lectura flexibles con graduación de +2.25, disponibles en colores surtidos.",SINT-CRISTMEDICAL-MISC1448,,,,,,,,1,,,,,,,2026-06-19 20:55:22.650000,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,False,,,Otro,,
"Lentes de lectura flexibles con graduación de +2.50, disponibles en modelos surtidos.",SINT-CRISTMEDICAL-MISC1449,,,,,,,,1,,,,,,,2026-06-19 20:55:22.650000,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,False,,,Otro,,
"Lentes de lectura flexibles con graduación +2.75, disponibles en colores surtidos.",SINT-CRISTMEDICAL-MISC1450,,,,,,,,1,,,,,,,2026-06-19 20:55:22.650000,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,False,,,Otro,,
"Lentes de lectura flexibles con graduación +3, disponibles en colores surtidos.",SINT-CRISTMEDICAL-MISC1451,,,,,,,,1,,,,,,,2026-06-19 20:55:22.650000,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,False,,,Otro,,
Lentes de lectura flexibles con graduación +3.25 (surtidos),SINT-CRISTMEDICAL-MISC1452,,,,,,,,1,,,,,,,2026-06-19 20:55:22.650000,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,False,,,Otro,,
